userId,movieId,tag,timestamp
62,4423,marvel,1525554100
62,4429,captain nemo,1525554054
62,4429,comic book,1525554028
62,4429,gothic,1525554056
62,4429,Peta Wilson,1525554040
62,4429,Sean Connery,1525554026
62,4429,superhero,1525554051
62,4446,adventure,1525554439
62,4446,Angelina Jolie,1525554432
62,4446,heroine in tight suit,1525554441
62,4801,Adventure,1528152558
62,4801,ensemble cast,1528152578
62,4801,fantasy,1528152556
62,4801,fantasy world,1528152571
62,4801,great soundtrack,1528152575
62,4801,lord of the rings,1528152581
62,4801,scenic,1528152580
62,4801,stylized,1528152577
62,4801,Tolkien,1528152561
62,5264,hilarious,1526249138
62,5264,Steve Carell,1526249156
62,5264,Will Ferrell,1526249135
62,5670,animation,1525554490
62,5670,anime,1525554488
62,5670,cyberpunk,1525554486
62,5670,dark,1525554500
62,5670,Matrix,1525554493
62,5670,sci-fi,1525554491
62,5681,dark comedy,1526248598
62,5681,Jim Carrey,1526248575
62,5681,meryl streep,1526248580
62,5681,quirky,1526248553
62,5681,stylized,1526248601
62,5706,Adam Sandler,1525554900
62,5706,family,1525554919
62,5706,sweet,1525554922
62,5715,British gangster,1532723304
62,5715,confusing,1532723364
62,5715,daniel craig,1532723305
62,5715,Exquisite plotting.,1532723355
62,5715,organized crime,1532723369
62,5715,stylish,1532723356
62,5715,Tom Hardy,1532723359
62,5792,anime,1525869041
62,5792,fantasy world,1525869051
62,5792,Hayao Miyazaki,1525869046
62,5792,Studio Ghibli,1525869044
62,5884,David Thewlis,1525554605
62,5884,Eva Green,1525554550
62,5884,Liam Neeson,1525554577
62,5884,Orlando Bloom,1525554511
62,5937,Chris Evans,1525554141
62,5937,comic book,1525554003
62,5937,heroine in tight suit,1525554138
62,5937,Jessica Alba,1525554127
62,5937,sexy female scientist,1525554144
62,5937,superhero,1525553977
62,6006,gothic,1530310527
62,6006,helena bonham carter,1530310534
62,6006,Johnny Depp,1530310529
62,6006,Tim Burton,1530310526
62,6006,visually appealing,1530310541
62,6017,black comedy,1532723380
62,6017,clever,1532723403
62,6017,fast-paced dialogue,1532723406
62,6017,good dialogue,1532723428
62,6017,Robert Downey Jr.,1532723408
62,6017,witty,1532723402
62,6209,adventure,1525637064
62,6209,Audrey Tautou,1525637075
62,6209,conspiracy theory,1525637062
62,6209,Mystery,1525637081
62,6209,Paris,1525637079
62,6209,Tom Hanks,1525637067
62,6209,treasure hunt,1525637084
62,6245,Brad Pitt,1525554217
62,6245,cate blanchett,1525554227
62,6245,multiple storylines,1525554215
62,6245,social commentary,1525554246
62,6255,Ben Stiller,1525554254
62,6255,Robin Williams,1525554255
62,6257,emma thompson,1536874692
62,6257,Maggie Gyllenhaal,1536874655
62,6257,modern fantasy,1536874658
62,6257,romance,1536874651
62,6257,surreal,1536874662
62,6257,Will Ferrell,1536874653
62,6342,Marion Cotillard,1526582371
62,6359,Africa,1536874706
62,6359,corruption,1536874704
62,6359,Jennifer Connelly,1536874701
62,6359,justice,1536874709
62,6359,Leonardo DiCaprio,1536874698
62,6506,bad acting,1525554797
62,6506,bad jokes,1525554811
62,6506,bad plot,1525554822
62,6506,Chris Evans,1525554807
62,6506,Jessica Alba,1525554794
62,6506,Marvel,1525554792
62,6506,sexy female scientist,1525554813
62,6683,Rachel Weisz,1528909364
62,6683,Ryan Reynolds,1528909347
62,6752,fantasy,1525637507
62,6752,lion,1525637517
62,6752,narnia,1525637508
62,6752,Tilda Swinton,1525637603
62,6775,bad script,1525554116
62,6775,Charlize Theron,1525554121
62,6775,Will Smith,1525554107
62,6776,Anne Hathaway,1527004240
62,6776,Steve Carell,1527004238
62,6802,comedy,1528934384
62,6802,funny,1528934381
62,6802,will ferrell,1528934379
62,6818,comedy,1528934218
62,6818,James Franco,1528934214
62,6818,Seth Rogen,1528934216
62,6818,Stoner Movie,1528934219
62,6906,audience intelligence underestimated,1528934237
62,6906,boring,1528934241
62,6906,chick flick,1528934247
62,6906,overrated,1528934240
62,6906,Teen movie,1528934233
62,7034,Adrien Brody,1527274305
62,7034,con artists,1527274320
62,7034,funny,1527274322
62,7034,interesting characters,1527274324
62,7034,Mark Ruffalo,1527274316
62,7034,Rachel Weisz,1527274311
62,7155,Bill Murray,1529777198
62,7155,dark comedy,1529777189
62,7155,Emma Stone,1529777192
62,7155,funny,1529777194
62,7155,Jesse Eisenberg,1529777186
62,7155,Woody Harrelson,1529777129
62,7628,audience intelligence underestimated,1525555172
62,7628,CGI,1525555168
62,7628,cheesy,1525555170
62,7628,comic book,1525555164
62,7628,DC,1525555176
62,7628,DC Comics,1525555184
62,7628,Ryan Reynolds,1525555162
62,7628,space,1525555182
62,7628,superhero,1525555181
62,7656,comedy,1525554879
62,7656,funny,1525554868
62,7656,happy ending,1525554872
62,7656,HOT actress,1525554880
62,7656,Justin Timberlake,1525554873
62,7656,Mila Kunis,1525554861
62,7656,New York City,1525554866
62,7656,romance,1525554883
62,7656,sex,1525554864
62,7992,Istanbul,1529611262
62,7992,Liam Neeson,1529611250
62,7992,predictable,1529611266
62,7992,Turkey,1529611256
62,7992,unnecessary sequel,1529611269
62,8064,action,1526078792
62,8064,Christoph Waltz,1526078766
62,8064,funny,1526078778
62,8064,good soundtrack,1526078785
62,8064,Great performances,1526078768
62,8064,Humour,1526078787
62,8064,Leonardo DiCaprio,1526078762
62,8064,Quentin Tarantino,1526078760
62,8064,Samuel L. Jackson,1526078763
62,8064,Soundtrack,1526078781
62,8064,western,1526078773
62,8184,Amy Adams,1525555328
62,8184,superhero,1525555319
62,8254,daniel radcliffe,1528843968
62,8254,zoe kazan,1528843965
62,8322,comedy,1528935011
62,8322,Steve Carell,1528935000
62,8322,stupid but funny,1528935013
62,8322,will ferrell,1528935002
62,8348,anti-intellectual,1525554841
62,8348,bad writing,1525554835
62,8348,dystopia,1525554830
62,8348,new society,1525554832
62,8348,plot holes,1525554845
62,8348,predictable,1525554847
62,8348,scifi,1525554839
62,8348,unintelligent,1525554843
62,8438,Charlize Theron,1530471420
62,8438,Liam Neeson,1530471434
62,8438,Seth MacFarlane,1530471419
62,8438,witty,1530471417
62,8514,action,1525554460
62,8514,dystopia,1525554450
62,8514,plot holes,1525554454
62,8514,post-apocalyptic,1525554458
62,8514,survival,1525554456
62,8514,thriller,1525554471
62,8514,unexplained,1525554473
62,8514,weak plot,1525554463
62,8538,dark hero,1528152251
62,8538,gun-fu,1528152257
62,8538,Keanu Reeves,1528152244
62,8538,Revenge,1528152241
62,8538,secret society,1528152258
62,8538,stylish,1528152247
62,8576,black comedy,1528152849
62,8576,dark comedy,1528152859
62,8576,dark humor,1528152847
62,8576,ironic,1528152854
62,8576,multiple short stories,1528152862
62,8576,short stories,1528152852
62,8636,bromance,1525555146
62,8636,comedy,1525555138
62,8636,funny,1525555129
62,8636,James Franco,1525555132
62,8636,Seth Rogen,1525555127
62,8694,comic book,1526029023
62,8694,Dr. Strange,1526029001
62,8694,Great villain,1526029025
62,8694,Guardians of the Galaxy,1526029015
62,8694,Marvel,1526028997
62,8694,MCU,1526028983
62,8694,Robert Downey Jr.,1526028991
62,8694,Thanos,1526028985
62,8694,Thor,1526029010
62,8694,Visually stunning,1526028994
62,8758,characters,1526078910
62,8758,Dialogue,1526078902
62,8758,humor,1526078901
62,8758,Kurt Russell,1526078886
62,8758,Quentin Tarantino,1526078877
62,8758,Samuel L. Jackson,1526078883
62,8758,tension building,1526078880
62,8758,violent,1526078912
62,8758,Western,1526078899
62,8905,dystopia,1525637480
62,8905,Jennifer Lawrence,1525637484
62,8905,love story,1525637487
62,8905,nonsense,1525637488
62,8905,politics,1525637499
62,8905,rebellion,1525637483
62,8905,revolution,1525637481
62,8913,Ben Kingsley,1530471365
62,8913,ethics,1530471346
62,8913,immortality,1530471343
62,8913,ryan reynolds,1530471352
62,8916,Bad story,1525555090
62,8916,Bad writing,1525555084
62,8916,Batman,1525555077
62,8916,Ben Affleck,1525555106
62,8916,comic book,1525555092
62,8916,dc comics,1525555080
62,8916,good soundtrack,1525555089
62,8916,Harley Quinn,1525555079
62,8916,Harley Quinn's ass,1525555094
62,8916,Horrible directing,1525555099
62,8916,Jared Leto,1525555072
62,8916,Joker,1525555074
62,8916,lack of plot,1525555069
62,8916,Margot Robbie,1525555073
62,8916,Poor story,1525555087
62,8916,poorly paced,1525555083
62,8916,superhero,1525555103
62,8916,visually appealing,1525555109
62,8916,Will Smith,1525555076
62,8964,action,1525555242
62,8964,batman,1525555211
62,8964,ben affleck,1525555223
62,8964,dark,1525555227
62,8964,dc comics,1525555225
62,8964,Gal Gadot,1525555240
62,8964,superhero,1525555243
62,8964,superman,1525555213
62,8964,wonderwoman,1525555233
62,8991,leonardo DiCarpio,1526079025
62,8991,survival,1526079019
62,8991,tom hardy,1526079029
62,8991,visually appealing,1526079038
62,9302,building a family,1526076353
62,9302,creative,1526076341
62,9302,freedom,1526076339
62,9302,good writing,1526076350
62,9302,individualism,1526076344
62,9302,Viggo Mortensen,1526076342
62,9462,action,1528152295
62,9462,dark hero,1528152291
62,9462,gun tactics,1528152287
62,9462,hitman,1528152293
62,9462,Keanu Reeves,1528152284
62,9462,organized crime,1528152289
62,9462,secret society,1528152282
62,9571,Dystopia,1525637341
62,9571,future,1525637343
62,9571,interesting,1525637346
62,9571,jon hamm,1525637384
62,9571,thought provoking,1525637344
62,9637,Action,1528934538
62,9637,Comedy,1528934534
62,9637,Dwayne Johnson,1528934540
62,9637,funny,1528934536
62,9682,Comedy,1526244689
62,9682,funny,1526244688
62,9682,Rachel McAdams,1526244709
62,9693,adventure,1528024900
62,9693,Alicia Vikander,1528024914
62,9693,video game adaptation,1528024898
62,9710,Josh Brolin,1527274096
62,9710,Ryan Reynolds,1527274092
62,9710,sarcasm,1527274090
62,9711,Emilia Clarke,1528934560
62,9711,star wars,1528934552
63,225,classic,1443199698
63,225,space action,1443199710
76,225,action,1439165594
76,225,sci-fi,1439165588
103,225,EPIC,1431954312
103,225,great soundtrack,1431954337
103,258,good dialogue,1431954555
103,258,great soundtrack,1431954555
103,258,non-linear,1431954555
106,3575,Everything you want is here,1467566944
106,8297,adventure,1467566979
112,225,classic sci-fi,1442535682
112,225,engrossing adventure,1442535673
112,225,EPIC,1442535666
119,225,classic,1435942530
119,225,Nerd,1435942520
119,8124,animation,1436563067
119,8124,funny,1436563067
119,8124,stone age,1436563067
119,8538,action,1437763143
119,8538,killer,1437763143
119,8538,widows/widowers,1437763143
119,8547,animation,1435944890
119,8547,kids,1435944890
119,8547,robots,1435944890
119,8651,action,1438439306
119,8651,murder,1438439306
119,8651,police,1438439306
125,1294,Kevin Costner,1474483317
125,1294,Post apocalyptic,1474483320
125,1789,dark comedy,1474382225
125,1789,dark humor,1474382223
125,2303,irreverent,1474592072
125,2303,jay and silent bob,1474592004
125,2303,Kevin Smith,1474592000
125,2303,satire,1474591997
125,3692,irreverent,1474592207
125,4706,based on a book,1474381749
125,4706,bloody,1474381755
125,4706,brutal,1474381612
125,4706,controversial,1474381812
125,4706,dystopia,1474381779
125,4706,goretastic,1474381786
125,4706,satire,1474381739
125,4706,social commentary,1474381788
125,4706,survival,1474381609
125,4706,violence,1474381745
125,4852,alternate reality,1474381441
125,4852,sci-fi,1474381448
125,4852,science fiction,1474381455
125,4852,time travel,1474381439
125,5372,brutal,1474382001
125,5372,clever,1474382019
125,5372,Disturbing,1474382015
125,5372,great ending,1474381987
125,5372,mindfuck,1474381982
125,5372,surprise ending,1474381973
125,5372,suspense,1474381994
125,5400,cruel characters,1474381529
125,6105,brutality,1474381492
125,6698,dark humor,1474381561
125,6815,threesome,1474591817
125,6866,Seth Rogen,1474592476
125,6866,Sexual Humor,1474592473
125,7002,Seth Rogen,1474382123
125,8089,embarassing scenes,1474377075
125,8089,offensive,1474377060
125,8089,R language,1474377035
125,8089,sarcasm,1474377015
125,8089,satire,1474381901
125,9257,80's,1474469700
125,9298,Crude humor,1474382035
125,9298,mindfuck,1474382087
125,9298,sarcasm,1474382053
125,9298,satire,1474382047
125,9298,Vulgar,1474382100
132,2659,sofia coppola,1163148016
132,4328,John Cusack,1161800041
132,4353,Ewan McGregor,1161799885
132,4353,Renee Zellweger,1161799951
138,6733,jackie chan,1222676394
138,6733,kung fu,1222676405
161,6456,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861
166,255,assassin,1188774484
166,255,Jean Reno,1188774487
166,6535,assassin,1188774519
166,6535,assassin-in-training (scene),1188774517
166,6535,espionage,1188774515
166,6535,Robert Ludlum,1188774524
167,93,test tag,1154718872
177,8547,feel-good,1435523876
177,8547,fun family movie,1435523876
177,8547,very funny,1435523876
184,1946,black and white,1537094307
184,1946,Christopher Nolan,1537094326
184,1946,directorial debut,1537094323
184,1946,mindfuck,1537094375
184,1946,not linear,1537094318
184,1946,Twist Ending,1537094309
184,2837,action,1537094381
184,2837,comic book,1537094359
184,2837,hugh jackman,1537094370
184,2837,marvel,1537094366
184,2837,superhero,1537094354
184,3142,dark,1537094453
184,3142,Mindfuck,1537094464
184,3142,nonlinear,1537094445
184,3142,psychology,1537094448
184,3142,twist ending,1537094447
184,3575,alan rickman,1537094576
184,3575,harry potter,1537094544
184,3575,humorous,1537094550
184,3575,Magic,1537094530
184,3840,atmospheric,1537094680
184,3840,insomnia,1537094688
184,3840,thought-provoking,1537094685
184,4299,amazing artwork,1537094506
184,4299,anime,1537094487
184,4299,sci-fi,1537094503
184,5622,anime,1537094261
184,5622,end of the world,1537094269
184,5622,epic,1537094270
184,5622,mecha,1537094278
184,5622,psychology,1537094263
184,9733,anime,1537098582
184,9733,comedy,1537098587
184,9733,gintama,1537098603
184,9733,remaster,1537098592
193,225,classic sci-fi,1435856940
193,225,space action,1435856955
193,225,space epic,1435856950
193,3563,atmospheric,1435857150
193,3563,cult film,1435857131
193,3563,dreamlike,1435857139
193,3563,hallucinatory,1435857144
193,3563,psychological,1435857147
193,3563,surreal,1435857128
193,3563,time travel,1435857135
193,4797,dreamlike,1435857017
193,4797,sentimental,1435857038
193,4797,surreal,1435857020
193,4797,Tim Burton,1435857024
193,4910,alternate reality,1435857168
193,4910,memory,1435857171
193,4910,thought-provoking,1435857163
193,8027,cinematography,1435857101
193,8027,India,1435857092
193,8027,surreal,1435857076
205,225,oldie but goodie,1519899101
205,225,sci-fi,1519899078
205,225,Star Wars,1519899108
226,4643,big wave,1160681362
226,4643,surfing,1160681362
226,6332,ummarti2006,1161615435
256,8725,funny,1447532592
256,8725,high school,1447532575
274,7017,comic book,1241762577
288,4705,Notable Nudity,1150988077
289,3,moldy,1143424860
289,3,old,1143424860
289,462,moving,1143424895
289,840,predictable,1143424846
291,6406,a clever chef rat,1453051551
291,6406,inspirational,1453051559
291,8143,animation,1453135047
291,8618,hope,1453135079
300,4530,atmospheric,1425352343
305,3017,drugs,1462919721
305,3641,mathematics,1464428783
305,4409,zombies,1525274359
305,4655,DEPRESSING,1462398032
305,5264,stupid,1520707078
305,5955,predictable,1520284921
305,6608,Favelas,1462919777
305,7501,black comedy,1518811477
318,614,based on a book,1266408710
318,614,dark comedy,1266408707
318,614,narrated,1266408703
318,3390,reciprocal spectator,1416086512
318,3452,reciprocal spectator,1416086490
318,4372,documentary,1315333136
318,5750,Animation,1240158590
318,5750,Documentary,1240158551
318,5750,Henry Darger,1240158560
318,6327,the catholic church is the most corrupt organization in history,1276006189
318,6910,childish naivity,1242160404
318,6910,friendship,1242160427
318,7040,adventure,1266408634
318,7040,Bechdel Test:Fail,1266408641
318,7040,cartoon,1266408638
318,7040,children,1266408643
318,7040,computer animation,1266408645
318,7040,divorce,1266408656
318,7040,dogs,1266408658
318,7040,dreams,1266408662
318,7040,Pixar,1266408675
318,7150,Narrative pisstake,1426783741
318,7444,american idolatry,1299452954
318,7484,atmospheric,1300485463
318,7484,Coen Brothers,1300485477
318,7484,Jeff Bridges,1300485479
318,7484,Matt Damon,1300485480
318,7484,predictable,1300485405
318,7739,celebrity fetishism,1422524320
318,7739,mediacentralism,1422524320
318,7739,system holism,1422524320
318,7957,city politics,1421145735
318,7957,italy,1421145735
318,7957,political right versus left,1421145735
318,8427,Creature Feature,1414693918
318,8622,documentary,1420400992
318,8622,music industry,1420400992
318,8622,remix culture,1420400992
318,8741,film history,1423222565
318,8741,poetic,1423222565
318,8741,representation of children,1423222565
319,323,Disney,1461351898
319,323,Disney animated feature,1461351908
319,323,Oscar (Best Music - Original Score),1461351919
327,988,music,1234790068
327,1405,Ben Stiller,1234789755
327,1972,comic book,1234789098
327,2606,music,1234788257
327,2908,music,1234788979
327,5264,awesome,1234789177
327,6423,british comedy,1234789115
336,1,pixar,1139045764
336,127,superhero,1139045840
336,485,knights,1139045825
336,946,highschool,1139046768
336,5851,cult,1139046748
336,5908,boksdrama,1139046203
336,5939,stiller,1139046811
336,5986,wapendrama,1139046289
336,6006,animation,1139047294
336,6026,sisters,1139047262
341,225,ROBOTS AND ANDROIDS,1439750956
341,225,space,1439750961
356,1605,post-college,1229142995
356,5997,restaurant,1229142458
356,6069,transvestite,1229140689
356,6186,satire,1229140863
356,6837,dark comedy,1228073481
357,36,chick flick,1348627867
357,36,funny,1348627869
357,36,Paul Rudd,1348627871
357,36,quotable,1348627873
357,36,seen more than once,1348627878
357,810,Amazing Cinematography,1348627235
357,810,Leonardo DiCaprio,1348627233
357,810,shakespeare,1348627264
357,810,updated classics,1348627243
357,2079,Atmospheric,1348626902
357,2079,Bruce Willis,1348626919
357,2079,ghosts,1348626904
357,2079,imdb top 250,1348626908
357,2079,mindfuck,1348626910
357,2079,stylized,1348626915
357,2079,twist ending,1348626913
357,3235,android(s)/cyborg(s),1348628642
357,3235,artificial intelligence,1348628638
357,3235,Bittersweet,1348628628
357,3235,Steven Spielberg,1348628635
357,3891,cinematography,1348627174
357,3891,Tom Hanks,1348627179
357,4754,Bette Davis,1348628505
357,4754,Oscar (Best Actress),1348628502
357,4940,Mark Ruffalo,1348627960
357,4945,clever,1348627907
357,4945,High School,1348627902
357,4945,lesbian subtext,1348627909
357,6316,Leonardo DiCaprio,1348627149
357,6316,suspense,1348627152
357,6316,twist ending,1348627154
357,6316,undercover cop,1348627156
357,6558,Christian Bale,1348627195
357,6594,Casey Affleck,1348627116
357,6594,great performances,1348627127
357,6594,twist,1348627131
357,7768,ending,1348626941
357,7769,Anne Hathaway,1348626758
357,7769,Christian Bale,1348626755
357,7769,Christopher Nolan,1348626760
357,7769,comic book,1348626775
357,7769,great ending,1348626779
357,7769,Morgan Freeman,1348626766
357,7769,political commentary,1348626786
357,7769,superhero,1348626790
419,8057,Afghanistan,1362867327
419,8057,American propaganda,1362867290
419,8057,assassination,1362867308
419,8057,military,1362867315
419,8057,terrorism,1362867303
424,32,time travel,1457901872
424,44,mystery,1457842470
424,44,twist ending,1457842458
424,47,mindfuck,1457842328
424,47,suspense,1457842315
424,47,thriller,1457842332
424,47,tricky,1457842340
424,47,twist ending,1457842306
424,121,addiction,1457901627
424,121,heroin,1457901631
424,121,Leonardo DiCaprio,1457901625
424,121,Mark Wahlberg,1457901624
424,148,controversial,1457901665
424,148,New York City,1457901671
424,148,Nudity (Full Frontal),1457901668
424,191,cynical,1457844066
424,191,hilarious,1457844086
424,191,independent film,1457844084
424,191,quirky,1457844073
424,191,witty,1457844080
424,225,classic sci-fi,1457900772
424,225,sci-fi,1457900766
424,225,space adventure,1457900770
424,225,Star Wars,1457900775
424,250,brutality,1457846184
424,250,controversial,1457846195
424,250,dark comedy,1457846180
424,250,psychedelic,1457846191
424,250,satire,1457846198
424,250,stylized,1457846189
424,258,cult film,1457844546
424,258,drugs,1457844550
424,258,Quentin Tarantino,1457844541
424,258,Tarantino,1457844557
424,323,soundtrack,1457845497
424,462,thought-provoking,1457901041
424,475,sci-fi,1457900918
424,508,apocalypse,1457844854
424,508,Arnold Schwarzenegger,1457844841
424,508,nuclear war,1457844861
424,508,sci-fi,1457844847
424,508,Suspense,1457844864
424,508,time travel,1457844843
424,521,based on a true story,1457900882
424,521,dark comedy,1457900870
424,521,KIDNAPPING,1457900877
424,521,Steve Buscemi,1457900865
424,534,edward norton,1457843774
424,534,psychology,1457843776
424,534,suspense,1457843782
424,534,thought-provoking,1457843780
424,534,twist ending,1457843771
424,829,ensemble cast,1457844739
424,829,nonlinear,1457844742
424,829,Quentin Tarantino,1457844729
424,829,stylized,1457844737
424,851,freedom of expression,1457845558
424,864,british comedy,1457901498
424,864,Monty Python,1457901496
424,897,emotional,1457843688
424,897,jack nicholson,1457843684
424,901,adventure,1457901129
424,901,archaeology,1457901464
424,901,indiana jones,1457901132
424,901,Steven Spielberg,1457901466
424,901,treasure hunt,1457901471
424,903,action,1457901258
424,903,aliens,1457901252
424,903,horror,1457901265
424,903,sci-fi,1457901245
424,903,space,1457901261
424,903,space craft,1457901274
424,903,SPACE TRAVEL,1457901269
424,903,suspense,1457901256
424,921,Alfred Hitchcock,1457902455
424,921,psychology,1457902459
424,921,suspenseful,1457902452
424,921,tense,1457902461
424,940,Action,1457901308
424,940,artificial intelligence,1457901313
424,940,robots,1457901305
424,940,Sci-Fi,1457901302
424,940,special effects,1457901322
424,940,tense,1457901319
424,940,time travel,1457901300
424,958,atmospheric,1457843344
424,958,disturbing,1457843347
424,958,Horror,1457843352
424,958,jack nicholson,1457843340
424,958,masterpiece,1457843354
424,958,psychological,1457843342
424,958,Stanley Kubrick,1457843338
424,958,suspense,1457843361
424,1032,horror,1457846257
424,1032,Juliette Lewis,1457846244
424,1032,Martin Scorsese,1457846252
424,1032,Robert De Niro,1457846254
424,1225,mindfuck,1457845252
424,1225,Mystery,1457845249
424,1225,plot twist,1457845255
424,1225,psychological,1457845247
424,1225,suspense,1457845258
424,1225,twist ending,1457845244
424,1285,inspirational,1457844971
424,1403,hallucinatory,1457902516
424,1403,mental illness,1457902477
424,1403,mindfuck,1457902518
424,1403,paranoid,1457902521
424,1405,Ben Stiller,1457846503
424,1405,crude humor,1457846506
424,1405,goofy,1457846511
424,1617,Atmospheric,1457843300
424,1617,creepy,1457843317
424,1617,paranoia,1457843298
424,1617,scary,1457843295
424,1617,suspense,1457843308
424,1709,SNL,1457846704
424,1735,thought-provoking,1457843729
424,1887,Nicolas Cage,1457902180
424,1940,martial arts,1457842912
424,1940,sci-fi,1457842899
424,2029,adult humor,1457844390
424,2029,controversial,1457844399
424,2029,crude humor,1457844397
424,2029,free speech,1457844402
424,2029,parody,1457844393
424,2029,satire,1457844392
424,2029,south park,1457844407
424,2029,Trey Parker,1457844412
424,2227,dark comedy,1457842797
424,2227,psychology,1457842802
424,2227,thought-provoking,1457842786
424,2227,twist ending,1457842777
424,2395,based on a book,1457845042
424,2395,creepy,1457845033
424,2395,disturbing,1457845029
424,2395,Jude Law,1457845026
424,2395,murder,1457845038
424,2395,obsession,1457845036
424,2395,psychology,1457845023
424,2395,secrets,1457845045
424,2395,serial killer,1457845031
424,2395,suspense,1457845041
424,2403,asylum,1457846005
424,2403,based on a true story,1457846002
424,2403,Brittany Murphy,1457846009
424,2403,Mental Hospital,1457846012
424,2403,psychology,1457845994
424,2403,winona ryder,1457845998
424,2615,claustrophobic,1457846281
424,2615,horror,1457846287
424,2615,scary,1457846295
424,2615,stephen king,1457846291
424,2615,suspenseful,1457846279
424,2615,tense,1457846283
424,2615,thriller,1457846285
424,2637,aliens,1457901283
424,2637,sci-fi,1457901285
424,2637,scifi cult,1457901288
424,2917,satire,1457844176
424,2945,comedy,1457846488
424,2945,Robert De Niro,1457846484
424,3142,mystery,1457842983
424,3142,psychological,1457842979
424,3142,twist ending,1457842977
424,3168,Al Pacino,1457900965
424,3526,ben stiller,1457846960
424,3526,comedy,1457846970
424,3526,David Bowie,1457846952
424,3526,goofy,1457846949
424,3526,mindless one liners,1457846956
424,3526,Will Ferrell,1457846959
424,3563,jake gyllenhaal,1457901910
424,3639,fantasy,1457901156
424,3639,high fantasy,1457901162
424,3639,Magic,1457901158
424,3639,mythology,1457901174
424,3639,tolkien,1457901165
424,3639,wizards,1457901168
424,3784,black and white,1457845331
424,3784,samurai,1457845338
424,4177,multiple storylines,1457900999
424,4177,true story,1457901005
424,4246,comedy,1457846098
424,4246,Will Ferrell,1457846100
424,4305,Rob Zombie,1457902367
424,4910,jim carrey,1457901740
424,5264,comedy,1457846537
424,5264,Will Ferrell,1457846533
424,5367,Christian Bale,1457842841
424,5367,creepy,1457842847
424,5367,powerful ending,1457842857
424,5367,psychology,1457842844
424,5367,schizophrenia,1457842854
424,5367,twist ending,1457842837
424,5611,drugs,1457901575
424,5611,lesbian,1457901570
424,5744,Ben Stiller,1457846573
424,5744,Robert De Niro,1457846569
424,5946,Rob Zombie,1457902355
424,6047,Jake Gyllenhaal,1457846443
424,6047,Modern war,1457846449
424,6316,atmospheric,1457843188
424,6316,Jack Nicholson,1457843173
424,6316,Leonardo DiCaprio,1457843178
424,6316,Martin Scorsese,1457843176
424,6316,suspense,1457843184
