movieId,imdbId,tmdbId
430,107507,10440
431,107554,9516
432,116253,2320
433,74102,5879
434,111689,83718
435,107616,11971
436,107613,31911
437,107614,788
438,107653,21450
439,110657,11231
440,110678,10447
441,110687,31586
442,107756,9300
443,107808,9559
444,107818,9800
445,107822,713
446,107840,8291
447,107889,18133
448,111003,25557
449,110939,22588
450,110955,10872
451,107943,1245
452,110971,11858
453,107969,7007
454,111001,10467
455,107978,5550
456,107977,8005
457,107983,2088
458,105275,10412
459,108000,47889
460,108002,14534
461,105032,41878
462,108052,424
463,111094,35233
464,108065,14291
465,108071,11236
466,111127,11592
467,111143,8850
468,108101,10445
469,108122,695
470,111194,43535
471,111201,12519
472,108149,23210
473,108160,858
474,108162,867
475,83658,78
476,108186,13203
477,108174,10442
478,108238,11074
479,108255,9607
480,111323,17585
481,111400,9057
482,108328,20967
483,111418,10635
484,107688,9479
485,108333,10057
486,108358,11969
487,108399,319
488,108515,26408
489,110763,15139
490,114906,11446
491,107002,51980
492,109403,24405
493,107315,8223
494,106408,14587
495,110363,31504
496,107225,23637
497,111252,17600
498,110366,10897
499,109120,21352
500,108059,68806
501,110892,37345
502,112651,32562
503,109382,25403
504,112572,9066
505,99785,771
506,99653,251
507,103639,812
508,103064,280
509,99348,581
510,96895,268
511,102926,274
512,29583,408
513,101414,10020
514,32910,10895
515,100405,114
516,65214,576
517,110395,15477
518,109934,124472
519,117247,7300
520,112625,10824
521,116282,275
522,116552,25059
523,82509,11827
524,116514,8766
525,117283,23570
526,116684,47333
527,70506,51242
528,65421,10112
529,113083,4307
530,118001,46029
531,116165,32308
532,117891,28121
533,113613,12520
534,117381,1592
535,115509,19042
536,114671,38884
537,112844,47449
538,114658,36259
539,116275,41852
540,113122,40926
541,117608,9099
542,113448,2021
543,116414,61752
544,116095,10988
545,113947,12652
546,115956,10684
547,117060,954
548,109028,68445
549,117071,18989
550,116136,8840
551,116168,11107
552,116683,10539
553,116287,10543
554,116768,18414
555,114787,11902
556,112536,25087
557,48473,5801
558,52572,896
559,117128,3065
560,117705,2300
561,62711,8069
562,108181,27768
563,114307,221917
564,58898,8072
565,113443,33245
566,114048,27281
567,117104,40001
568,117688,29621
569,117774,20762
570,114736,37144
571,116289,12656
572,109593,38867
573,112368,25969
574,115742,43634
575,117420,9103
576,117784,29649
577,117107,10990
578,117979,8866
579,95776,12233
580,115851,23449
581,116322,36355
582,112817,922
583,113362,11876
584,108500,11687
585,117108,9304
586,118114,503475
587,113270,73183
588,115963,9100
589,116448,20759
590,116827,46063
591,112701,32513
592,116508,36915
593,117500,9802
594,109592,21588
595,117998,664
596,115624,11867
597,113568,9323
598,117894,10280
599,117723,10535
600,112691,532
601,117768,16299
602,115571,10547
603,57012,935
604,109688,40751
605,110480,85778
606,108211,11101
607,117331,9826
608,117765,9879
609,113280,22621
610,116669,7095
611,116594,26890
612,70820,77771
613,63715,41225
614,117951,627
615,118523,32872
616,116629,602
617,117737,14553
618,116277,9566
619,116583,10545
620,115798,9894
621,116778,11543
622,116213,9268
623,117218,9327
624,111546,81949
625,113610,
626,111237,44535
627,116040,11228
628,116365,10779
629,116905,26748
630,116493,38223
631,117333,9294
632,118113,49963
633,117628,11363
634,117913,1645
635,115530,31546
636,115493,36344
637,116320,18550
638,116756,11511
639,116823,34170
640,118073,12606
641,61495,4837
642,110246,12632
643,115472,18975
644,116707,11962
645,116313,2925
646,117438,3595
647,116531,9308
648,116353,18555
649,115857,12123
650,117008,10830
651,116191,3573
652,115986,10546
653,116571,18862
654,53459,31417
655,117826,9431
656,117718,47907
657,116225,10061
658,115632,549
659,117918,10478
660,68646,238
661,104558,11134
662,115736,9303
663,115836,23945
664,116745,22479
665,119214,9054
666,110693,410921
667,106544,38955
668,120004,11015
669,116654,9306
670,116311,12559
671,117965,58770
672,115725,3587
673,115783,10723
674,113596,19004
675,109001,101230
676,113253,10987
677,117991,44705
678,117093,20318
679,111019,26933
680,35896,27854
681,32904,981
682,45152,872
683,43278,2769
684,50419,13320
685,54698,164
686,52357,426
687,47396,567
688,25316,3078
689,36855,13528
690,25164,28288
691,53125,213
692,53604,284
693,53291,239
694,56923,4808
695,34583,289
696,33870,963
697,58385,11113
698,47437,6620
699,46250,804
700,31580,26531
701,37059,909
702,32138,630
703,31381,770
704,84370,31044
705,43014,599
706,33467,15
707,62622,62
708,42192,705
709,32143,22490
710,32976,223
711,32484,25670
712,38787,303
713,38109,4174
714,50105,8356
715,48728,381
716,42451,20758
717,45537,29376
718,31725,1859
719,50658,18299
720,51658,17281
721,29843,10907
722,32762,32093
723,37008,1939
724,39420,22292
725,29162,3598
726,27125,3080
727,35446,198
728,28010,13562
729,49261,1712
730,48028,220
731,25878,3529
732,32599,3085
733,48960,2897
734,38650,1585
735,31679,3083
736,29947,900
737,34012,43795
738,25586,43905
739,27893,23114
740,41509,40206
741,26029,260
742,63350,10331
743,43265,488
744,46414,22733
745,51459,261
746,33891,32574
747,22879,22649
748,114007,125587
749,118927,52855
750,48491,39940
751,117357,85328
752,116329,11076
753,118742,63945
754,116442,58985
755,117011,10861
756,117039,1770
757,116635,2033
758,115678,18203
759,116830,9333
760,117603,9400
761,115438,9401
762,116259,11306
763,116421,9625
764,116000,10680
765,115862,6346
766,72653,18660
767,47977,35115
768,72951,14821
769,64603,14136
770,71607,10869
771,50798,22660
772,55277,19186
773,54195,31102
774,107131,6878
775,53271,15944
776,54357,18444
777,59793,20723
778,46672,173
779,106611,864
780,109127,24795
781,42332,11224
782,63819,81310
783,38166,15947
784,57546,9078
785,102798,8367
786,58331,433
787,33563,11360
788,76538,11114
789,66817,12335
790,43274,12092
791,82406,10948
792,116361,11229
793,59742,15121
794,95016,562
795,104692,10163
796,117582,47199
797,117589,11159
798,117887,9591
799,117924,30500
800,115640,10938
801,116908,11412
802,116409,10586
803,116913,42314
804,117958,27845
805,117202,23223
806,116404,49471
807,120107,38153
808,116722,25147
809,116242,9716
810,117509,454
811,117802,10218
812,117665,819
813,115491,11238
814,29546,31530
815,39286,28120
816,67992,252
817,55018,16372
818,70707,11561
819,66808,11302
820,95159,623
821,79470,583
822,84865,12614
823,68334,21711
824,59243,11575
825,61418,475
826,52027,11331
827,46912,521
828,92890,88
829,105236,500
830,91763,792
831,98627,8491
832,103772,402
833,101761,10537
834,104036,11386
835,104348,9504
836,84707,15764
837,83866,601
838,29992,25842
839,99371,2119
840,92099,744
841,48545,221
842,44081,702
843,115885,25750
844,102336,
845,117040,9305
846,117284,37616
847,116378,21612
848,113057,102461
849,116581,36998
850,112907,116844
851,117318,1630
852,116422,26626
853,117320,124837
854,82846,11816
855,72081,11843
856,101775,10379
857,96754,2756
858,80749,790
859,82340,1103
860,82533,11298
861,91288,4480
862,91480,4481
863,81375,10765
864,71853,762
865,116587,44497
866,116212,99479
867,116886,124829
868,118147,10548
869,108598,531
870,84589,4483
871,109781,18919
872,34493,61461
873,78875,659
874,69198,30892
875,110521,86369
876,116059,38554
877,112483,36555
878,103850,10608
879,95765,11216
880,97108,7452
881,101700,892
882,101765,1600
883,101811,26561
884,50825,975
885,99703,18129
886,102014,54405
887,116209,409
888,102426,38251
889,97937,10161
890,98724,1412
891,105107,41768
892,105488,10409
893,96257,14285
894,101026,2469
895,102370,10174
896,100332,31225
897,73486,510
898,78446,11455
899,80684,1891
900,93779,2493
901,82971,85
902,88846,68
903,90605,679
904,60196,429
905,94336,13446
906,50083,389
907,56172,947
908,66921,185
909,56592,595
910,78788,28
911,64116,335
912,86190,1892
913,93191,144
914,41959,1092
915,99685,769
916,78748,348
917,106308,766
918,95250,175
919,89881,11645
920,97202,10835
921,54215,539
922,80455,525
923,71562,240
924,93058,600
925,104361,530
926,97499,10705
927,86879,279
928,45061,3109
929,87843,311
930,81398,1578
931,75686,703
932,86197,9549
933,79944,1398
934,82096,387
935,70735,9277
936,67185,343
937,103130,37291
938,50976,490
939,85859,11235
940,88247,218
941,103873,763
942,97441,9665
943,100519,18971
944,79522,696
945,100150,379
946,97165,207
947,61722,37247
948,52311,1480
949,100263,9322
950,50212,826
951,56801,422
952,71315,829
953,43456,828
954,40897,3090
955,92610,9964
956,23969,3063
957,88794,13667
958,81505,694
959,92005,235
960,22100,832
961,92991,765
962,57115,5925
963,77416,11778
964,82269,4485
965,107048,137
966,105695,33
967,56218,982
968,100436,8428
969,36613,212
970,88763,105
971,101921,1633
972,66206,11202
973,90967,1554
974,94625,149
975,91203,8009
976,61512,903
977,99334,11673
978,72431,3034
979,102536,339
980,101640,10404
981,32553,914
982,32455,756
983,44706,288
984,38355,910
985,97493,2640
986,81534,16633
987,52618,665
988,88258,11031
989,85809,11314
990,94006,15143
991,97576,89
992,78841,10322
993,83987,783
994,96332,10644
995,91867,11257
996,89886,14370
997,84503,12104
998,87553,625
999,89606,8816
1000,49223,830
1001,97351,2323
1002,73341,983
1003,64115,642
1004,87884,655
1005,101458,10341
1006,98635,639
1007,116589,30180
1008,116293,41801
1009,112537,18762
1010,103644,8077
1011,82010,814
1012,103678,41671
1013,85159,27214
1014,115535,52263
1015,106262,33519
1016,83550,16235
1017,78767,11449
1018,99030,41848
1019,71233,25944
1020,90655,24913
1021,75704,49126
1022,92632,32076
1023,56869,571
1024,51418,8851
1025,82083,37843
1026,101492,32146
1027,37549,30346
1028,103874,6114
1029,26138,229
1030,74258,13549
1031,103919,9529
1032,101540,1598
1033,55824,11349
1034,74285,7340
1035,83722,6217
1036,87800,377
1037,13442,653
1038,91651,28198
1039,75005,794
1040,115710,31640
1041,115495,8744
1042,117057,25189
1043,115751,145
1044,119791,2212
1045,117731,199
1046,117631,7863
1047,117666,12498
1048,116705,9279
1049,117293,17204
1050,117372,21539
1051,117477,12709
1052,115988,20539
1053,115433,11674
1054,99423,1573
1055,79945,152
1056,102975,174
1057,98382,172
1058,84726,154
1059,88170,157
1060,92007,168
1061,103776,364
1062,96487,11967
1063,100994,9086
1064,77631,621
1065,84021,9037
1066,100114,10173
1067,105690,8845
1068,73195,578
1069,77766,579
1070,85750,17692
1071,117119,17795
1072,116996,75
1073,115906,13891
1074,116695,9390
1075,93822,378
1076,94155,10896
1077,105435,2322
1078,115633,41240
1079,116621,26949
1080,116999,9819
1081,116410,31908
1082,115641,3179
1083,112769,1802
1084,117571,4232
1085,104691,9361
1086,117038,2928
1087,116477,10549
1088,117690,58102
1089,118163,18451
1090,117091,27265
1091,118100,49935
1092,116250,8818
1093,117364,36758
1094,67959,36040
1095,119731,9415
1096,116506,55146
1097,119115,12145
1098,120550,42424
1099,120390,34314
1100,112362,2892
1101,116704,9404
1102,120414,85242
1103,118708,9622
1104,119664,8860
1105,106535,14832
1106,118928,9619
1107,119644,40506
1108,106266,31000
1109,106387,4104
1110,119937,26306
1111,119640,14908
1112,116790,784
1113,119225,12489
1114,118111,16448
1115,118691,17894
1116,120238,28059
1117,119887,17949
1118,119141,1968
1119,120357,61563
1120,118548,66
1121,120317,20735
1122,120434,11419
1123,116922,638
1124,120036,25624
1125,119008,9366
1126,118750,21915
1127,118702,19952
1128,119432,9446
1129,116743,28005
1130,119951,9403
1131,119572,27322
1132,120053,10003
1133,120152,9311
1134,115964,884
1135,116041,49806
1136,119528,1624
1137,120094,16052
1138,118972,4477
1139,118829,24662
1140,118663,18423
1141,116931,76996
1142,120389,6499
1143,118623,50512
1144,119013,9405
1145,119381,12723
1146,118615,9360
1147,119229,9434
1148,116783,21626
1149,118541,13982
1150,119859,77223
1151,120032,9611
1152,116295,47694
1153,120461,10357
1154,115886,9977
1155,118655,816
1156,118771,2163
1157,115760,124680
1158,119109,12499
1159,119116,18
1160,119809,1811
1161,117398,105045
1162,117615,11239
1163,118556,2058
1164,115744,9450
1165,119567,330
1166,117359,38523
1167,117561,16375
1168,120118,33660
1169,114303,45671
1170,120373,17770
1171,118787,15170
1172,118880,1701
1173,114134,26422
1174,120179,1639
1175,118688,415
1176,120034,65889
1177,116502,11103
1178,119282,11970
1179,119738,8874
1180,115856,11956
1181,57345,266
1182,119094,754
1183,119098,37567
1184,119654,607
1185,119848,18080
1186,120512,38225
1187,120133,17834
1188,118884,686
1189,116930,65046
1190,119173,4421
1191,82198,9387
1192,119190,10603
1193,118887,2142
1194,119081,8413
1195,120177,10336
1196,118570,20737
1197,119896,9413
1198,119361,14585
1199,118818,49462
1200,118883,8834
1201,118966,9458
1202,120207,8854
1203,120112,38295
1204,119311,22073
1205,119509,37244
1206,119675,4961
1207,119695,9416
1208,119086,26180
1209,119484,17832
1210,118571,9772
1211,118531,6072
1212,99810,1669
1213,102494,468
1214,119465,32519
1215,120197,108401
1216,119360,10806
1217,119051,9433
1218,119874,6623
1219,119488,2118
1220,120102,978
1221,119468,9437
1222,120169,29461
1223,120524,10351
1224,120323,66588
1225,119174,2649
1226,119123,14289
1227,120399,10155
1228,119632,20457
1229,118647,18355
1230,120402,55306
1231,119349,68924
1232,118842,2255
1233,119164,9427
1234,116631,172545
1235,119280,17589
1236,119345,3597
1237,118971,1813
1238,120029,36797
1239,119906,12628
1240,119324,33344
1241,119107,25099
1242,120481,45019
1243,120539,62422
1244,119177,782
1245,119095,29911
1246,119891,9827
1247,120257,1959
1248,119535,8067
1249,119338,125052
1250,119080,45153
1251,119210,10871
1252,118900,14398
1253,83131,10890
1254,118689,1281
1255,119592,9770
1256,120490,14905
1257,119527,14583
1258,119978,11975
1259,118749,4995
1260,90329,9281
1261,119365,45928
1262,120201,563
1263,118901,61337
1264,107282,19931
1265,118836,31535
1266,120148,10215
1267,119707,9823
1268,120382,37165
1269,120520,45609
1270,119723,38904
1271,116592,45565
1272,119994,9407
1273,119395,4824
1274,118617,9444
1275,120483,9414
1276,118583,8078
1277,118607,11831
1278,118632,2895
1279,123385,39177
1280,118698,19601
1281,118804,22797
1282,118954,2639
1283,119137,9574
1284,119142,10371
1285,119217,489
1286,119303,9714
1287,119668,8197
1288,119715,6283
1289,120082,4233
1290,120222,191874
1291,120255,10217
1292,120338,597
1293,120347,714
1294,119925,9922
1295,119314,547
1296,119396,184
1297,119485,9746
1298,119718,9438
1299,118715,115
1300,118566,26941
1301,119590,27103
1302,119223,9410
1303,118539,32302
1304,120820,12538
1305,120885,586
1306,118929,2666
1307,120696,11258
1308,120693,9490
1309,119099,9411
1310,120122,25719
1311,112913,11220
1312,119815,21253
1313,120185,6116
1314,118956,9457
1315,119734,39424
1316,120008,11702
1317,120594,2923
1318,119784,12238
1319,118747,11568
1320,120888,11003
1321,120184,10153
1322,120782,30949
1323,119822,2898
1324,99939,9558
1325,119594,26269
1326,120873,11808
1327,120491,6970
1328,119574,47452
1329,120661,21736
1330,118744,17941
1331,120241,10668
1332,120744,9313
1333,120769,42807
1334,120890,617
1335,125454,36568
1336,120642,37272
1337,119250,5910
1338,119942,9440
1339,120510,32911
1340,124179,32456
1341,120772,17127
1342,119305,17133
1343,119905,19848
1344,120598,17644
1345,124295,1774
1346,118851,30265
1347,120738,2157
1348,120749,8838
1349,120176,29193
1350,120632,795
1351,120728,16980
1352,120773,27472
1353,120765,47881
1354,124718,9469
1355,119196,12488
1356,118819,267
1357,120906,16148
1358,118755,9449
1359,120725,31220
1360,138563,13907
1361,119987,29825
1362,117786,10622
1363,120265,30020
1364,119448,17139
1365,120841,10216
1366,120742,9771
1367,120609,9448
1368,120856,38618
1369,118925,78373
1370,119683,4415
1371,118866,55561
1372,120647,8656
1373,120800,18937
1374,120685,929
1375,118798,9452
1376,120669,1878
1377,120777,9844
1378,119053,14342
1379,119313,9715
1380,119375,26610
1381,120401,40961
1382,120787,1965
1383,116692,312
1384,120828,6068
1385,127723,15037
1386,139362,37636
1387,118849,21334
1388,116141,32284
1389,122529,37410
1390,119717,53765
1391,120762,10674
1392,120902,846
1393,126344,12655
1394,118998,3050
1395,120780,1389
1396,73540,11020
1397,120321,20862
1398,118789,9464
1399,120591,95
1400,122151,944
1401,123987,35680
1402,122718,11551
1403,138704,473
1404,140688,102304
1405,129387,544
1406,52077,10513
1407,19729,65203
1408,20629,143
1409,21746,42861
1410,22958,33680
1411,26752,12311
1412,27698,43277
1413,29146,43278
1414,30993,34106
1415,35093,27367
1416,36872,17661
1417,37884,28580
1418,36868,887
1419,39416,33667
1420,40416,23383
1421,41113,25430
1422,45793,11426
1423,47296,654
1424,48356,15919
1425,55614,1725
1426,57590,5769
1427,60665,874
1428,61811,10633
1429,63385,17917
1430,64665,3116
1431,67116,1051
1432,75148,1366
1433,79417,12102
1434,81283,16619
1435,82158,9443
1436,86425,11050
1437,89755,606
1438,93389,746
1439,95953,380
1440,97239,403
1441,65063,11485
1442,67309,466
1443,87995,13820
1444,100142,15389
1445,91369,13597
1446,88847,2108
1447,89686,10014
1448,93629,10072
1449,95742,10131
1450,97981,10160
1451,101917,11284
1452,80761,4488
1453,82418,9725
1454,83972,9728
1455,87298,9730
1456,89173,9731
1457,91080,10225
1458,95179,10281
1459,97388,10283
1460,77651,948
1461,82495,11281
1462,85636,10676
1463,95271,11357
1464,97474,11361
1465,81383,36599
1466,105179,41769
1467,94862,10585
1468,99253,11186
1469,103956,11187
1470,84516,609
1471,91778,11133
1472,95889,10306
1473,70047,9552
1474,76009,11586
1475,99528,11587
1476,93409,941
1477,97733,942
1478,104714,943
1479,87363,927
1480,99700,928
1481,89218,9340
1482,120746,9342
1483,119910,38509
1484,117898,60033
1485,70723,12101
1486,17136,19
1487,96874,165
1488,99088,196
1489,69113,551
1490,76054,16084
1491,54594,17984
1492,78790,22328
1493,54649,32611
1494,34492,3170
1495,47478,346
1496,94947,859
1497,87182,841
1498,95497,11051
1499,99674,242
1500,102757,1411
1501,119558,9769
1502,134619,9424
1503,120741,9835
1504,120815,857
1505,66811,20173
1506,88814,10957
1507,78869,9570
1508,62737,16249
1509,109287,13962
1510,75807,14612
1511,77305,19378
1512,65566,29228
1513,82199,19379
1514,109520,11164
1515,52722,18887
1516,82263,40866
1517,91059,10122
1518,91149,9994
1519,80861,12129
1520,76137,14140
1521,107120,10439
1522,104437,11158
1523,97523,9354
1524,77698,28736
1525,56095,34774
1526,57180,37969
1527,120768,9631
1528,120783,9820
1529,131857,14013
1530,98213,1779
1531,89853,10849
1532,39689,678
1533,59113,907
1534,83922,5961
1535,90203,47908
1536,86423,42121
1537,106273,2887
1538,96734,11974
1539,89126,20348
1540,71910,26648
1541,82736,11911
1542,90756,793
1543,89385,35144
1544,61852,9325
1545,48280,10340
1546,97757,10144
1547,104868,10414
1548,104940,10437
1549,104990,15300
1550,55254,12230
1551,46183,10693
1552,81353,11335
1553,100477,11135
1554,76618,11319
1555,78158,14822
1556,107952,15969
1557,89908,13155
1558,102803,10249
1559,75200,15943
1560,53285,10882
1561,86336,24808
1562,57518,19762
1563,38969,13850
1564,88161,2619
1565,19422,53565
1566,111359,41841
1567,84783,27332
1568,84827,97
1569,108265,10419
1570,120694,11675
1571,102250,2107
1572,79367,6471
1573,83798,9442
1574,85894,11591
1575,101969,13697
1576,86066,227
1577,87469,87
1578,77869,123
1579,87803,9314
1580,85407,11336
1581,91499,9980
1582,107665,10657
1583,85382,10489
1584,87050,10823
1585,96787,11497
1586,101272,2907
1587,120631,9454
1588,120832,8688
1589,80388,23954
1590,77711,12761
1591,61184,396
1592,92513,14367
1593,90305,11814
1594,61584,16081
1595,57372,18331
1596,70016,15171
1597,78480,11837
1598,84649,11704
1599,83791,11639
1600,90633,4978
1601,101329,10380
1602,89469,11976
1603,88128,15144
1604,91790,11522
1605,90060,11557
1606,90848,13853
1607,91223,11415
1608,93220,37530
1609,80801,8393
1610,97443,11937
1611,140796,21661
1612,118661,9320
1613,120703,33644
1614,120831,14662
1615,133413,125124
1616,99763,10692
1617,63522,805
1618,88323,34584
1619,100240,34636
1620,80391,2182
1621,94077,28070
1622,119517,77469
1623,124595,10278
1624,120611,36647
1625,118301,14557
1626,120901,9417
1627,119778,41469
1628,120692,19381
1629,94721,4011
1630,119033,161795
1631,40746,1580
1632,74512,5854
1633,68611,573
1634,65112,2370
1635,61107,5780
1636,58329,506
1637,51207,22527
1638,49470,574
1639,48750,11219
1640,45897,30159
1641,44079,845
1642,42994,1978
1643,120577,3682
1644,123324,46702
1645,96446,847
1646,94226,117
1647,120654,14577
1648,120724,37498
1649,39694,31667
1650,37017,13321
1651,36342,21734
1652,35279,31997
1653,33922,24197
1654,34248,11462
1655,31505,31995
1656,30341,940
1657,28212,12684
1658,28231,2761
1659,25452,8208
1660,18328,36056
1661,17075,2760
1662,128442,10220
1663,123755,431
1664,124879,22796
1665,73817,37916
1666,81207,21873
1667,85346,21500
1668,92699,12626
1669,92537,37818
1670,96463,3525
1671,95593,2321
1672,98258,2028
1673,100212,16384
1674,104412,10699
1675,105629,11597
1676,84938,47947
1677,84472,48311
1678,87810,44772
1679,86973,14347
1680,92225,41090
1681,91680,18282
1682,90583,18169
1683,96073,11082
1684,98625,5971
1685,102558,11933
1686,101523,20096
1687,102469,30815
1688,104257,881
1689,107211,4478
1690,120788,22318
1691,120776,53113
1692,120812,2109
1693,118736,24746
1694,122690,8195
1695,146336,9877
